Comment,Designator,Footprint,LCSC, MANUFACTURER, Manufacturer_Name, Manufacturer_Part_Number, Mouser Part Number, MAXIMUM_PACKAGE_HEIGHT, PARTREV, STANDARD, Arrow Part Number, Arrow Price/Stock, Description, Height, Mouser Price/Stock
"IM69D130","A1,A2,A3,A4","Sensor_Audio:Infineon_PG-LLGA-5-1","","Infineon","IM69D130V01XTSA1","IM69D130V01XTSA1","726-IM69D130V01XTSA1","","","","","","","",""
"47pF","C1,C2,C10,C11","Capacitor_SMD:C_0805_2012Metric",""
"1µF","C17,C18","Capacitor_SMD:C_0805_2012Metric",""
"4.7µF","C3","Capacitor_SMD:C_0805_2012Metric",""
"100nF","C4,C5,C6,C7,C8,C12,C13,C14,C15,C16","Capacitor_SMD:C_0805_2012Metric",""
"10µF","C9","Capacitor_SMD:C_0805_2012Metric",""
"APHF1608LSEEQBDZGKC","D1","APHF1608LSEEQBDZGKC-2:LED_APHF1608LSEEQBDZGKC","","Kingbright","","APHF1608LSEEQBDZGKC","604-APHF1608LQBDZGKC","0.65 mm","V.3B","Manufacturer Recommendations","","","","",""
"ADAU7002ACBZ-R7","IC1,IC5","LIB_ADAU7002ACBZ-R7-3:BGA8C40P2X4_76X156X56","","Analog Devices Inc.","Analog Devices","ADAU7002ACBZ-R7","584-ADAU7002ACBZ-R7","","","","ADAU7002ACBZ-R7","https://www.arrow.com/en/products/adau7002acbz-r7/analog-devices?region=nac","ANALOG DEVICES - ADAU7002ACBZ-R7 - Audio Control, Sample Rate Converter, 1.62V to 3.6V, I2S, TDM, WLCSP, 8 Pins, -40 C","0.56","https://www.mouser.co.uk/ProductDetail/Analog-Devices/ADAU7002ACBZ-R7?qs=BpaRKvA4VqE%2FEW%252BQvRs5Og%3D%3D"
"TXU0304PWR","IC2,IC4","LIB_TXU0304PWR:SOP65P640X120-14N","","","Texas Instruments","TXU0304PWR","595-TXU0304PWR","","","","TXU0304PWR","https://www.arrow.com/en/products/txu0304pwr/texas-instruments?region=nac","Translation - Voltage Levels Four channel unidirectional level shifter","1.2","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/TXU0304PWR?qs=QNEnbhJQKvZVYXIKZoXs0A%3D%3D"
"TPS62842DGRR","IC3","SOP65P490X110-9N","","","Texas Instruments","TPS62842DGRR","595-TPS62842DGRR","","","","TPS62842DGRR","https://www.arrow.com/en/products/tps62842dgrr/texas-instruments?region=nac","Switching Voltage Regulators 60-nA IQ, 1.8-V to 6.5-VIN, high-efficiency 750-mA step-down converter 8-HVSSOP -40 to 125","1.1","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/TPS62842DGRR?qs=xZ%2FP%252Ba9zWqbpi7pDQDs52A%3D%3D"
"LP5907MFX-1.8_NOPB","IC6","LIB_LP5907MFX-1:SOT95P280X145-5N","","Texas Instruments","Texas Instruments","LP5907MFX-1.8/NOPB","595-LP5907MFX-1.8NPB","1.45mm","O","IPC-7351B","LP5907MFX-1.8/NOPB","https://www.arrow.com/en/products/lp5907mfx-1.8nopb/texas-instruments?region=nac","250-mA ultra-low-noise low-IQ low-dropout (LDO) linear regulator","1.45","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/LP5907MFX-18-NOPB?qs=biyDIajrTn5jh5ArkSZeqw%3D%3D"
"TEENSY_4.1","IC7","TEENSY_4.1:TEENSY41","","pjrc","PJRC","TEENSY 4.1","","","","","","","Teensy 4.1 Development Board","",""
"Conn_01x02_MountingPin","J1","Connector_Wire:SolderWire_1x02_P2.52",""
"Conn_01x02_MountingPin","J2","Connector_PinSocket_2.54mm:PinSocket_1x02_P2.54mm_Vertical",""
"SolderJumper_2_Bridged","JP1","Jumper:SolderJumper-2_P1.3mm_Bridged_RoundedPad1.0x1.5mm",""
"DFE201612E-2R2M=P2","L1","1286ASH1R0MP2","","","Murata Electronics","DFE201612E-2R2M=P2","81-DFE201612E-2R2MP2","","","","DFE201612E-2R2M=P2","https://www.arrow.com/en/products/dfe201612e-2r2mp2/murata-manufacturing?region=nac","DFE201612E Series Inductor 2.2uH +/-20% 0806 (2016)","1.2","https://www.mouser.co.uk/ProductDetail/Murata-Electronics/DFE201612E-2R2M%3dP2?qs=AQlKX63v8Rsi4vow61OBVg%3D%3D"
"NTGS3136PT1G","Q1","LIB_NTGS3136PT1G:SOT95P275X110-6N","","onsemi","onsemi","NTGS3136PT1G","863-NTGS3136PT1G","","","","NTGS3136PT1G","https://www.arrow.com/en/products/ntgs3136pt1g/on-semiconductor?region=nac","ON Semiconductor NTGS3136PT1G P-channel MOSFET Transistor, 5.8 A, 20 V, 6-Pin TSOP","1.1","https://www.mouser.co.uk/ProductDetail/onsemi/NTGS3136PT1G?qs=VZGfJwuufXaay0qeTF7ZrA%3D%3D"
"AO6604","Q2","Package_SO:TSOP-6_1.65x3.05mm_P0.95mm","","","Alpha & Omega Semiconductors","AO6604","","","","","AO6604","https://www.arrow.com/en/products/ao6604/alpha-and-omega-semiconductor","Trans MOSFET N/P-CH 20V 3.4A/2.5A 6-Pin TSOP T/R","1.25",""
"1M","R1,R14","Resistor_SMD:R_0805_2012Metric",""
"330R","R15,R17","Resistor_SMD:R_0805_2012Metric",""
"750R","R16","Resistor_SMD:R_0805_2012Metric",""
"105K","R2","Resistor_SMD:R_0805_2012Metric",""
"NC","R20","Resistor_SMD:R_0805_2012Metric",""
"100K","R3,R4,R7,R9,R10,R11,R18","Resistor_SMD:R_0805_2012Metric",""
"267K","R5","Resistor_SMD:R_0805_2012Metric",""
"100R","R6,R8,R12,R13","Resistor_SMD:R_0805_2012Metric",""
"PTS815_SJM_250_SMTR_LFS","S1,S2","PTS815_SJM_250_SMTR_LFS:PTS815SJM250SMTRLFS","","C&K","C & K COMPONENTS","PTS815 SJM 250 SMTR LFS","611-PTS815SJM250SMTR","","","","PTS815 SJM 250 SMTR LFS","https://www.arrow.com/en/products/pts815-sjm-250-smtr-lfs/ck","Tactile Switches Tact Switch, 12 VDC, 50 mA, 4.2x3.2, 2.5mm H, 180gf, J leads","2.7","https://www.mouser.co.uk/ProductDetail/CK/PTS815-SJM-250-SMTR-LFS?qs=ahcBuItHZ3xKWmfV%2F2E6bA%3D%3D"
"TPL5110","U1","TPL5110DDCR:SOT95P280X110-6N","","Texas Instruments","Texas Instruments","TPL5110DDCR","595-TPL5110DDCR","","","","TPL5110DDCR","https://www.arrow.com/en/products/tpl5110ddcr/texas-instruments","Timers & Support Products Ultr LowPowrTimerMOS drivr MOSFET Powr","1.1","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/TPL5110DDCR?qs=beZBGHSk9c0piUt1%2Ff2GSg%3D%3D"